,org,person,count,keywords,files
55,The Sporting News,Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
56,The Sporting News,Daunte Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
57,The Sporting News,Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
58,The Sporting News,Charlie Batch,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
59,The Sporting News,Ty Detmer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
60,The Sporting News,Carter,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
61,The Sporting News,Ryan Leaf,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
62,The Sporting News,Anthony Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
63,The Sporting News,Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
64,The Sporting News,Frank Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
65,The Sporting News,WR ARI,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
66,The Sporting News,Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
67,The Sporting News,Moe Williams,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
68,The Sporting News,Barlow,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
69,The Sporting News,James Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
70,The Sporting News,Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
71,The Sporting News,Peter Warrick,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
72,The Sporting News,Jon Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
73,The Sporting News,Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
74,The Sporting News,Scott Mitchell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
75,The Sporting News,Keenan McCardell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
76,The Sporting News,Jimmy Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
77,The Sporting News,Mack,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
78,The Sporting News,Ismail,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
79,The Sporting News,Jason Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
80,The Sporting News,Ron Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
81,The Sporting News,Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
82,The Sporting News,Tiki Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
83,The Sporting News,Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
84,The Sporting News,LaDainian Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
85,The Sporting News,Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
86,The Sporting News,Flutie,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
87,The Sporting News,Jake Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
88,The Sporting News,Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
89,The Sporting News,David Boston,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
90,The Sporting News,Joe Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
91,The Sporting News,Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
92,The Sporting News,Tyrone Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
93,The Sporting News,Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
94,The Sporting News,Antowain Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
95,The Sporting News,Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
96,The Sporting News,Tom Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
97,The Sporting News,Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
98,The Sporting News,Drew Bledsoe,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
99,The Sporting News,Rich Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
100,The Sporting News,Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
101,The Sporting News,Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
102,The Sporting News,MarTay Jenkins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
103,The Sporting News,Moulds,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
104,CBS SportsLine.com Fantasy Football,Anna!,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
105,CBS SportsLine.com Fantasy Football,RuYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
106,CBS SportsLine.com Fantasy Football,ReYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
107,CBS SportsLine.com Fantasy Football,Olandis Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
108,CBS SportsLine.com Fantasy Football,Karon Coleman,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
109,CBS SportsLine.com Fantasy Football,Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
110,CBS SportsLine.com Fantasy Football,Daunte Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
111,CBS SportsLine.com Fantasy Football,Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
112,CBS SportsLine.com Fantasy Football,Charlie Batch,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
113,CBS SportsLine.com Fantasy Football,Ty Detmer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
114,CBS SportsLine.com Fantasy Football,Carter,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
115,CBS SportsLine.com Fantasy Football,Ryan Leaf,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
116,CBS SportsLine.com Fantasy Football,Anthony Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
117,CBS SportsLine.com Fantasy Football,Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
118,CBS SportsLine.com Fantasy Football,Frank Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
119,CBS SportsLine.com Fantasy Football,WR ARI,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
120,CBS SportsLine.com Fantasy Football,Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
121,CBS SportsLine.com Fantasy Football,Moe Williams,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
122,CBS SportsLine.com Fantasy Football,Barlow,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
123,CBS SportsLine.com Fantasy Football,James Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
124,CBS SportsLine.com Fantasy Football,Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
125,CBS SportsLine.com Fantasy Football,Peter Warrick,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
126,CBS SportsLine.com Fantasy Football,Jon Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
127,CBS SportsLine.com Fantasy Football,Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
128,CBS SportsLine.com Fantasy Football,Scott Mitchell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
129,CBS SportsLine.com Fantasy Football,Keenan McCardell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
130,CBS SportsLine.com Fantasy Football,Jimmy Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
131,CBS SportsLine.com Fantasy Football,Mack,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
132,CBS SportsLine.com Fantasy Football,Ismail,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
133,CBS SportsLine.com Fantasy Football,Jason Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
134,CBS SportsLine.com Fantasy Football,Ron Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
135,CBS SportsLine.com Fantasy Football,Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
136,CBS SportsLine.com Fantasy Football,Tiki Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
137,CBS SportsLine.com Fantasy Football,Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
138,CBS SportsLine.com Fantasy Football,LaDainian Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
139,CBS SportsLine.com Fantasy Football,Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
140,CBS SportsLine.com Fantasy Football,Flutie,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
141,CBS SportsLine.com Fantasy Football,Jake Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
142,CBS SportsLine.com Fantasy Football,Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
143,CBS SportsLine.com Fantasy Football,David Boston,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
144,CBS SportsLine.com Fantasy Football,Joe Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
145,CBS SportsLine.com Fantasy Football,Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
146,CBS SportsLine.com Fantasy Football,Tyrone Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
147,CBS SportsLine.com Fantasy Football,Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
148,CBS SportsLine.com Fantasy Football,Antowain Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
149,CBS SportsLine.com Fantasy Football,Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
150,CBS SportsLine.com Fantasy Football,Tom Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
151,CBS SportsLine.com Fantasy Football,Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
152,CBS SportsLine.com Fantasy Football,Drew Bledsoe,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
153,CBS SportsLine.com Fantasy Football,Rich Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
154,CBS SportsLine.com Fantasy Football,Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
155,CBS SportsLine.com Fantasy Football,Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
156,CBS SportsLine.com Fantasy Football,MarTay Jenkins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
157,CBS SportsLine.com Fantasy Football,Moulds,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
158,Browns,Anna!,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
159,Browns,RuYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
160,Browns,ReYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
161,Browns,Olandis Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
162,Browns,Karon Coleman,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
163,Browns,Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
164,Browns,Daunte Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
165,Browns,Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
166,Browns,Charlie Batch,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
167,Browns,Ty Detmer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
168,Browns,Carter,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
169,Browns,Ryan Leaf,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
170,Browns,Anthony Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
171,Browns,Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
172,Browns,Frank Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
173,Browns,WR ARI,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
174,Browns,Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
175,Browns,Moe Williams,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
176,Browns,Barlow,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
177,Browns,James Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
178,Browns,Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
179,Browns,Peter Warrick,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
180,Browns,Jon Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
181,Browns,Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
182,Browns,Scott Mitchell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
183,Browns,Keenan McCardell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
184,Browns,Jimmy Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
185,Browns,Mack,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
186,Browns,Ismail,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
187,Browns,Jason Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
188,Browns,Ron Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
189,Browns,Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
190,Browns,Tiki Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
191,Browns,Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
192,Browns,LaDainian Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
193,Browns,Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
194,Browns,Flutie,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
195,Browns,Jake Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
196,Browns,Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
197,Browns,David Boston,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
198,Browns,Joe Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
